step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
954,Binary classification,ADWIN Bagging,Bananas,0.5844700944386149,0.41935483870967744,0.18195056915283203,9.651387
1060,Binary classification,ADWIN Bagging,Bananas,0.5920679886685553,0.4146341463414634,0.18195056915283203,11.688188
1166,Binary classification,ADWIN Bagging,Bananas,0.590557939914163,0.4015056461731493,0.18192768096923828,13.998337
1272,Binary classification,ADWIN Bagging,Bananas,0.5971675845790716,0.41013824884792627,0.18192768096923828,16.512906
1378,Binary classification,ADWIN Bagging,Bananas,0.599128540305011,0.3973799126637554,0.18253803253173828,19.279079000000003
1484,Binary classification,ADWIN Bagging,Bananas,0.5994605529332434,0.39263803680981596,0.18249225616455078,22.273670000000003
1590,Binary classification,ADWIN Bagging,Bananas,0.5997482693517936,0.38963531669865636,0.18246936798095703,25.482088000000005
1696,Binary classification,ADWIN Bagging,Bananas,0.6011799410029498,0.38768115942028986,0.18246936798095703,28.838339000000005
1802,Binary classification,ADWIN Bagging,Bananas,0.6013325930038868,0.39049235993208825,0.18249225616455078,32.333448000000004
1908,Binary classification,ADWIN Bagging,Bananas,0.6030414263240692,0.39681274900398406,0.18249225616455078,36.0067
2014,Binary classification,ADWIN Bagging,Bananas,0.5986090412319921,0.39611360239162924,0.18249225616455078,39.875787
2120,Binary classification,ADWIN Bagging,Bananas,0.5969797074091553,0.39943741209563993,0.18249225616455078,43.943449
2226,Binary classification,ADWIN Bagging,Bananas,0.597752808988764,0.40133779264214053,0.18244647979736328,48.239911
2332,Binary classification,ADWIN Bagging,Bananas,0.5988845988845989,0.40331844288449265,0.18244647979736328,53.235586999999995
2438,Binary classification,ADWIN Bagging,Bananas,0.5995075913007797,0.4019607843137255,0.18246936798095703,58.820074999999996
2544,Binary classification,ADWIN Bagging,Bananas,0.6008651199370821,0.40885264997087944,0.18246936798095703,64.57139699999999
2650,Binary classification,ADWIN Bagging,Bananas,0.6002265005662514,0.4073866815892558,0.18310260772705078,70.47455699999999
2756,Binary classification,ADWIN Bagging,Bananas,0.5985480943738657,0.40280777537796975,0.18310260772705078,76.52205199999999
2862,Binary classification,ADWIN Bagging,Bananas,0.599790283117791,0.4051948051948052,0.18310260772705078,82.766911
2968,Binary classification,ADWIN Bagging,Bananas,0.599932591843613,0.40261701056869653,0.18312549591064453,89.290872
3074,Binary classification,ADWIN Bagging,Bananas,0.5977871786527823,0.40232108317214693,0.18312549591064453,96.11683699999999
3180,Binary classification,ADWIN Bagging,Bananas,0.5986159169550173,0.40429505135387495,0.18312549591064453,103.23149
3286,Binary classification,ADWIN Bagging,Bananas,0.5981735159817352,0.40217391304347827,0.17860031127929688,110.63868599999999
3392,Binary classification,ADWIN Bagging,Bananas,0.5959893836626364,0.40226876090750435,0.23643875122070312,118.34654499999999
3498,Binary classification,ADWIN Bagging,Bananas,0.597369173577352,0.40237691001697795,0.28064727783203125,126.30720199999999
3604,Binary classification,ADWIN Bagging,Bananas,0.6008881487649181,0.4087171052631579,0.30005645751953125,134.51821099999998
3710,Binary classification,ADWIN Bagging,Bananas,0.6009706120248045,0.40752602081665334,0.33087158203125,142.98261899999997
3816,Binary classification,ADWIN Bagging,Bananas,0.601572739187418,0.4076383476227592,0.360107421875,151.75715599999998
3922,Binary classification,ADWIN Bagging,Bananas,0.6031624585564906,0.4088145896656535,0.3800048828125,160.65864799999997
4028,Binary classification,ADWIN Bagging,Bananas,0.606158430593494,0.4125925925925926,0.4081573486328125,169.76190599999998
4134,Binary classification,ADWIN Bagging,Bananas,0.6082748608758771,0.4161557879552831,0.3350677490234375,179.14188599999997
4240,Binary classification,ADWIN Bagging,Bananas,0.6100495399858458,0.42020343739038934,0.3368873596191406,188.72145599999996
4346,Binary classification,ADWIN Bagging,Bananas,0.6117376294591484,0.4216660953033939,0.3511314392089844,198.43938499999996
4452,Binary classification,ADWIN Bagging,Bananas,0.6131206470456078,0.4229222520107238,0.3514289855957031,208.29469199999997
4558,Binary classification,ADWIN Bagging,Bananas,0.6126837831906956,0.4233910486769029,0.3710517883300781,218.44825599999996
4664,Binary classification,ADWIN Bagging,Bananas,0.613339052112374,0.42488038277511964,0.3721504211425781,228.82530099999997
4770,Binary classification,ADWIN Bagging,Bananas,0.6152233172572866,0.4267416432364886,0.3600654602050781,239.53495699999996
4876,Binary classification,ADWIN Bagging,Bananas,0.6155897435897436,0.4258578431372549,0.3602333068847656,250.47371899999996
4982,Binary classification,ADWIN Bagging,Bananas,0.6167436257779563,0.42997909823828007,0.3603401184082031,261.63875299999995
5088,Binary classification,ADWIN Bagging,Bananas,0.6158836249262827,0.4273153575615475,0.3296241760253906,273.33942499999995
5194,Binary classification,ADWIN Bagging,Bananas,0.6167918351627191,0.4278320874065555,0.3297996520996094,285.603981
5300,Binary classification,ADWIN Bagging,Bananas,0.6178524249858464,0.42909500986749366,0.3298835754394531,298.51809099999997
906,Binary classification,ADWIN Bagging,Elec2,0.8651933701657458,0.869098712446352,1.5168066024780273,1.430841
1812,Binary classification,ADWIN Bagging,Elec2,0.8939812258420762,0.8743455497382199,1.6276769638061523,5.802719
2718,Binary classification,ADWIN Bagging,Elec2,0.8789105631210894,0.8568943018703785,1.9156560897827148,11.936734
3624,Binary classification,ADWIN Bagging,Elec2,0.8868341153739995,0.8651315789473684,1.8186216354370117,20.113569
4530,Binary classification,ADWIN Bagging,Elec2,0.8900419518657541,0.8633369923161361,2.17746639251709,29.7395
5436,Binary classification,ADWIN Bagging,Elec2,0.8855565777368906,0.8571428571428571,2.328536033630371,42.492342
6342,Binary classification,ADWIN Bagging,Elec2,0.8836145718340955,0.8550667714061273,2.288435935974121,58.09376
7248,Binary classification,ADWIN Bagging,Elec2,0.8803642886711743,0.848823016564952,2.377875328063965,75.812003
8154,Binary classification,ADWIN Bagging,Elec2,0.8827425487550595,0.8587887740029543,2.0857343673706055,96.18152
9060,Binary classification,ADWIN Bagging,Elec2,0.8844243293961805,0.8645361625048518,2.314425468444824,118.26774400000001
9966,Binary classification,ADWIN Bagging,Elec2,0.8792774711490216,0.8622150956362387,2.4044981002807617,142.073539
10872,Binary classification,ADWIN Bagging,Elec2,0.8795878943979395,0.8643663869029117,2.3943281173706055,167.456503
11778,Binary classification,ADWIN Bagging,Elec2,0.8751804364439161,0.8580807105618845,2.174380302429199,193.947923
12684,Binary classification,ADWIN Bagging,Elec2,0.8722699676732634,0.855253752680486,2.0699758529663086,222.822798
13590,Binary classification,ADWIN Bagging,Elec2,0.8742365148281699,0.8588653067965977,1.375075340270996,253.220584
14496,Binary classification,ADWIN Bagging,Elec2,0.8747844084166954,0.8601587179289623,1.8631353378295898,285.06379300000003
15402,Binary classification,ADWIN Bagging,Elec2,0.8753327705993117,0.8599766627771295,2.095808982849121,318.12302000000005
16308,Binary classification,ADWIN Bagging,Elec2,0.8739191758140675,0.8572023892207251,2.7236928939819336,352.50174300000003
17214,Binary classification,ADWIN Bagging,Elec2,0.872944867251496,0.8534084053891011,2.665022850036621,388.42796100000004
18120,Binary classification,ADWIN Bagging,Elec2,0.8713505160328936,0.8513677230121788,2.076716423034668,426.283288
19026,Binary classification,ADWIN Bagging,Elec2,0.8726412614980289,0.851121351766513,1.148390769958496,465.443711
19932,Binary classification,ADWIN Bagging,Elec2,0.8642315990166073,0.8418838377936193,0.9186429977416992,506.107115
20838,Binary classification,ADWIN Bagging,Elec2,0.8549215338100494,0.8310134719660126,0.6884908676147461,548.115812
21744,Binary classification,ADWIN Bagging,Elec2,0.8549418203559767,0.8284937466014137,0.8110494613647461,591.524028
22650,Binary classification,ADWIN Bagging,Elec2,0.8534593138769924,0.8249195547818747,1.111250877380371,637.7893300000001
23556,Binary classification,ADWIN Bagging,Elec2,0.8473784759074506,0.8163473818646233,1.283492088317871,686.4368820000001
24462,Binary classification,ADWIN Bagging,Elec2,0.843465107722497,0.8102670828997571,1.1706418991088867,737.471799
25368,Binary classification,ADWIN Bagging,Elec2,0.8397918555603737,0.8060513505774554,1.398737907409668,791.353419
26274,Binary classification,ADWIN Bagging,Elec2,0.8400639439729,0.8057148141298316,1.2275609970092773,848.090877
27180,Binary classification,ADWIN Bagging,Elec2,0.8416792376467125,0.808474651711399,1.4885931015014648,907.278861
28086,Binary classification,ADWIN Bagging,Elec2,0.8390956026348585,0.8047020182376076,1.4965734481811523,970.08465
28992,Binary classification,ADWIN Bagging,Elec2,0.8370183850160394,0.800708591674048,1.7251577377319336,1035.205485
29898,Binary classification,ADWIN Bagging,Elec2,0.8362043014349266,0.7997218927651221,2.025946617126465,1103.249914
30804,Binary classification,ADWIN Bagging,Elec2,0.8357302860111028,0.7977456231513309,1.635909080505371,1174.169819
31710,Binary classification,ADWIN Bagging,Elec2,0.8325081207228232,0.7927738109173204,1.7203474044799805,1248.064198
32616,Binary classification,ADWIN Bagging,Elec2,0.8317338647861413,0.7920739562021671,1.9014310836791992,1323.803179
33522,Binary classification,ADWIN Bagging,Elec2,0.8321350795024015,0.7934818512129777,1.730269432067871,1401.328856
34428,Binary classification,ADWIN Bagging,Elec2,0.8292619165190113,0.7891073478760046,1.551997184753418,1480.805963
35334,Binary classification,ADWIN Bagging,Elec2,0.829507825545524,0.788304751194827,1.3231534957885742,1562.580934
36240,Binary classification,ADWIN Bagging,Elec2,0.8301829520682138,0.7875293467753073,1.436305046081543,1646.680434
37146,Binary classification,ADWIN Bagging,Elec2,0.8281060708036074,0.783169762624376,1.3609189987182617,1732.563274
38052,Binary classification,ADWIN Bagging,Elec2,0.8278363249323276,0.7815678036744356,1.4021177291870117,1820.1900360000002
38958,Binary classification,ADWIN Bagging,Elec2,0.826501013938445,0.7794995595863374,1.081618309020996,1909.093489
39864,Binary classification,ADWIN Bagging,Elec2,0.825251486340717,0.7789974619289339,0.9025869369506836,1999.4750080000001
40770,Binary classification,ADWIN Bagging,Elec2,0.8261669405675881,0.7819049084474534,1.2935857772827148,2091.527462
41676,Binary classification,ADWIN Bagging,Elec2,0.8274025194961008,0.7852643520315251,1.3085546493530273,2185.075296
42582,Binary classification,ADWIN Bagging,Elec2,0.8285855193630962,0.787430468590733,1.6298589706420898,2279.909555
43488,Binary classification,ADWIN Bagging,Elec2,0.8291903327431186,0.7882191937047386,1.3852567672729492,2375.793497
44394,Binary classification,ADWIN Bagging,Elec2,0.8283738427229518,0.7860132003932032,1.4423398971557617,2472.90254
45300,Binary classification,ADWIN Bagging,Elec2,0.8279652972471798,0.7860417867830766,1.0098638534545898,2571.486086
45312,Binary classification,ADWIN Bagging,Elec2,0.8279667188982808,0.7859986273164036,1.009840965270996,2670.110498
25,Binary classification,ADWIN Bagging,Phishing,0.7083333333333334,0.7407407407407408,0.6633195877075195,0.223794
50,Binary classification,ADWIN Bagging,Phishing,0.8163265306122449,0.8085106382978724,0.6639986038208008,0.790055
75,Binary classification,ADWIN Bagging,Phishing,0.8513513513513513,0.8493150684931507,0.6639528274536133,1.737978
100,Binary classification,ADWIN Bagging,Phishing,0.8585858585858586,0.8541666666666666,0.6645631790161133,3.017604
125,Binary classification,ADWIN Bagging,Phishing,0.8548387096774194,0.85,0.6645631790161133,4.537888
150,Binary classification,ADWIN Bagging,Phishing,0.8523489932885906,0.8533333333333335,0.6645631790161133,6.278974
175,Binary classification,ADWIN Bagging,Phishing,0.8620689655172413,0.8536585365853658,0.665196418762207,8.223294
200,Binary classification,ADWIN Bagging,Phishing,0.8592964824120602,0.8510638297872339,0.6653337478637695,10.494955
225,Binary classification,ADWIN Bagging,Phishing,0.8526785714285714,0.8405797101449276,0.7025032043457031,13.090084
250,Binary classification,ADWIN Bagging,Phishing,0.8473895582329317,0.8347826086956521,0.7301979064941406,16.063703
275,Binary classification,ADWIN Bagging,Phishing,0.8467153284671532,0.8333333333333335,0.7302436828613281,19.194474
300,Binary classification,ADWIN Bagging,Phishing,0.8528428093645485,0.837037037037037,0.7302436828613281,22.430111
325,Binary classification,ADWIN Bagging,Phishing,0.8611111111111112,0.8421052631578947,0.7308540344238281,25.795158999999998
350,Binary classification,ADWIN Bagging,Phishing,0.8653295128939829,0.8438538205980067,0.7308769226074219,29.367055999999998
375,Binary classification,ADWIN Bagging,Phishing,0.8663101604278075,0.8427672955974843,0.7674217224121094,33.104984
400,Binary classification,ADWIN Bagging,Phishing,0.8671679197994987,0.8417910447761194,0.8045387268066406,37.027203
425,Binary classification,ADWIN Bagging,Phishing,0.8679245283018868,0.839080459770115,0.8596992492675781,41.163587
450,Binary classification,ADWIN Bagging,Phishing,0.8708240534521158,0.8406593406593408,0.8597679138183594,45.498168
475,Binary classification,ADWIN Bagging,Phishing,0.869198312236287,0.8402061855670103,0.8598365783691406,50.06814
500,Binary classification,ADWIN Bagging,Phishing,0.8677354709418837,0.8413461538461539,0.8598594665527344,54.82853
525,Binary classification,ADWIN Bagging,Phishing,0.8683206106870229,0.8384074941451991,0.8598594665527344,59.832714
550,Binary classification,ADWIN Bagging,Phishing,0.8670309653916212,0.8381374722838136,0.8599052429199219,64.99245
575,Binary classification,ADWIN Bagging,Phishing,0.867595818815331,0.8382978723404255,0.8599052429199219,70.337259
600,Binary classification,ADWIN Bagging,Phishing,0.8697829716193656,0.8381742738589212,0.8599052429199219,75.841137
625,Binary classification,ADWIN Bagging,Phishing,0.8717948717948718,0.8373983739837398,0.8966102600097656,81.499268
650,Binary classification,ADWIN Bagging,Phishing,0.8767334360554699,0.846153846153846,0.8973121643066406,87.258435
675,Binary classification,ADWIN Bagging,Phishing,0.8753709198813057,0.8478260869565216,0.9248695373535156,93.10324600000001
700,Binary classification,ADWIN Bagging,Phishing,0.8798283261802575,0.8515901060070671,0.8633956909179688,99.05278900000002
725,Binary classification,ADWIN Bagging,Phishing,0.8825966850828729,0.8576214405360134,0.9612808227539062,105.14291300000002
750,Binary classification,ADWIN Bagging,Phishing,0.8865153538050734,0.8631239935587761,0.9975509643554688,111.33104900000002
775,Binary classification,ADWIN Bagging,Phishing,0.8875968992248062,0.863849765258216,1.0525741577148438,117.57013700000002
800,Binary classification,ADWIN Bagging,Phishing,0.8873591989987485,0.8652694610778443,1.1531295776367188,123.94508100000002
825,Binary classification,ADWIN Bagging,Phishing,0.8871359223300971,0.8661870503597122,1.15374755859375,130.464649
850,Binary classification,ADWIN Bagging,Phishing,0.8881036513545347,0.8671328671328671,1.1632156372070312,137.123965
875,Binary classification,ADWIN Bagging,Phishing,0.8901601830663616,0.8688524590163934,1.1906814575195312,143.947084
900,Binary classification,ADWIN Bagging,Phishing,0.8887652947719689,0.8670212765957446,1.2457046508789062,150.93181099999998
