step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
34254,Binary classification,Streaming Random Patches,SMTP,0.999562082153388,0.0,0.15769672393798828,928.0310259999999
36157,Binary classification,Streaming Random Patches,SMTP,0.9995851310985728,0.0,0.16561603546142578,1032.7571509999998
38060,Binary classification,Streaming Random Patches,SMTP,0.9996058750886782,0.0,0.17351245880126953,1141.1586329999998
39963,Binary classification,Streaming Random Patches,SMTP,0.9996246434112407,0.0,0.16568470001220703,1253.8095339999998
41866,Binary classification,Streaming Random Patches,SMTP,0.9996417054819061,0.0,0.16685962677001953,1370.7159629999996
43769,Binary classification,Streaming Random Patches,SMTP,0.9996572838603546,0.0,0.17459583282470703,1491.6317619999998
45672,Binary classification,Streaming Random Patches,SMTP,0.999671564012174,0.0,0.17468738555908203,1615.9714009999998
47575,Binary classification,Streaming Random Patches,SMTP,0.9996847017278345,0.0,0.17473316192626953,1743.6090599999998
49478,Binary classification,Streaming Random Patches,SMTP,0.9996968288295571,0.0,0.17461872100830078,1875.1973739999999
51381,Binary classification,Streaming Random Patches,SMTP,0.9996691319579603,0.0,0.17473316192626953,2010.3581359999998
53284,Binary classification,Streaming Random Patches,SMTP,0.9996809488955202,0.0,0.17473316192626953,2149.2595659999997
55187,Binary classification,Streaming Random Patches,SMTP,0.9996919508571014,0.0,0.17468738555908203,2292.321635
57090,Binary classification,Streaming Random Patches,SMTP,0.9995445707579393,0.0,0.17471027374267578,2438.7879249999996
58993,Binary classification,Streaming Random Patches,SMTP,0.9995592622728505,0.0,0.17466449737548828,2588.8245649999994
60896,Binary classification,Streaming Random Patches,SMTP,0.999573035553001,0.0,0.17473316192626953,2742.1903049999996
62799,Binary classification,Streaming Random Patches,SMTP,0.9995541259275773,0.0,0.17464160919189453,2898.1472419999996
64702,Binary classification,Streaming Random Patches,SMTP,0.9995672400735692,0.0,0.17473316192626953,3057.5042489999996
66605,Binary classification,Streaming Random Patches,SMTP,0.9995796048285388,0.0,0.17468738555908203,3220.3251999999998
68508,Binary classification,Streaming Random Patches,SMTP,0.9995620885456961,0.0,0.17468738555908203,3386.484638
70411,Binary classification,Streaming Random Patches,SMTP,0.9995739241585002,0.0,0.17471027374267578,3555.6521669999997
72314,Binary classification,Streaming Random Patches,SMTP,0.9995851368357004,0.0,0.17466449737548828,3727.5488259999997
74217,Binary classification,Streaming Random Patches,SMTP,0.9995957744960655,0.0,0.17471027374267578,3902.703177
76120,Binary classification,Streaming Random Patches,SMTP,0.9996058802664249,0.0,0.17468738555908203,4080.708781
78023,Binary classification,Streaming Random Patches,SMTP,0.9996154930660582,0.0,0.17473316192626953,4262.108644
79926,Binary classification,Streaming Random Patches,SMTP,0.9996246481076009,0.0,0.17466449737548828,4446.761334
81829,Binary classification,Streaming Random Patches,SMTP,0.999633377328054,0.0,0.17475605010986328,4634.708799999999
83732,Binary classification,Streaming Random Patches,SMTP,0.9996417097610204,0.0,0.17593097686767578,4825.574847
85635,Binary classification,Streaming Random Patches,SMTP,0.9996496718593082,0.0,0.16805744171142578,5019.413329
87538,Binary classification,Streaming Random Patches,SMTP,0.9996572877754549,0.0,0.17583942413330078,5216.040625
89441,Binary classification,Streaming Random Patches,SMTP,0.9996533989266547,0.0,0.17595386505126953,5415.132275
91344,Binary classification,Streaming Random Patches,SMTP,0.9996606198614015,0.0,0.17593097686767578,5617.336158
93247,Binary classification,Streaming Random Patches,SMTP,0.9996675460609571,0.0,0.17590808868408203,5822.641616
95150,Binary classification,Streaming Random Patches,SMTP,0.9996741952096186,0.0,0.17593097686767578,6030.89751
95156,Binary classification,Streaming Random Patches,SMTP,0.9996742157532447,0.0,0.17597675323486328,6239.166114
106,Binary classification,k-Nearest Neighbors,Bananas,0.7238095238095238,0.6881720430107527,0.10315799713134766,0.071757
212,Binary classification,k-Nearest Neighbors,Bananas,0.8056872037914692,0.7807486631016043,0.1951456069946289,0.305476
318,Binary classification,k-Nearest Neighbors,Bananas,0.807570977917981,0.7859649122807018,0.2866830825805664,1.015964
424,Binary classification,k-Nearest Neighbors,Bananas,0.8297872340425532,0.8115183246073298,0.37867069244384766,1.877789
530,Binary classification,k-Nearest Neighbors,Bananas,0.831758034026465,0.8061002178649236,2.6066064834594727,7.286784
636,Binary classification,k-Nearest Neighbors,Bananas,0.8472440944881889,0.8245931283905967,3.03859806060791,12.918726
742,Binary classification,k-Nearest Neighbors,Bananas,0.8529014844804319,0.8278041074249604,3.4893503189086914,18.858049
848,Binary classification,k-Nearest Neighbors,Bananas,0.8559622195985832,0.8328767123287671,3.9491662979125977,25.376506
954,Binary classification,k-Nearest Neighbors,Bananas,0.8604407135362014,0.8372093023255813,4.412972450256348,32.521406
1060,Binary classification,k-Nearest Neighbors,Bananas,0.8706326723323891,0.8476084538375974,4.566327095031738,40.243755
1166,Binary classification,k-Nearest Neighbors,Bananas,0.871244635193133,0.8484848484848485,4.385685920715332,48.337459
1272,Binary classification,k-Nearest Neighbors,Bananas,0.8693941778127459,0.8477064220183486,4.214272499084473,56.798678
1378,Binary classification,k-Nearest Neighbors,Bananas,0.8714596949891068,0.8488471391972673,4.127915382385254,67.087718
1484,Binary classification,k-Nearest Neighbors,Bananas,0.8759271746459879,0.8548895899053628,4.241776466369629,78.665447
1590,Binary classification,k-Nearest Neighbors,Bananas,0.8735053492762744,0.8527472527472527,4.479508399963379,90.961083
1696,Binary classification,k-Nearest Neighbors,Bananas,0.8755162241887906,0.854982817869416,4.57033634185791,103.60066
1802,Binary classification,k-Nearest Neighbors,Bananas,0.8778456413103831,0.858611825192802,4.574326515197754,116.64661600000001
1908,Binary classification,k-Nearest Neighbors,Bananas,0.8778185631882538,0.8598917618761276,4.545510292053223,130.413411
2014,Binary classification,k-Nearest Neighbors,Bananas,0.877297565822156,0.8605307735742519,4.465001106262207,144.560551
2120,Binary classification,k-Nearest Neighbors,Bananas,0.8787163756488909,0.8635156664896441,4.451207160949707,160.363024
2226,Binary classification,k-Nearest Neighbors,Bananas,0.8782022471910113,0.8630621526023244,4.445042610168457,176.653761
2332,Binary classification,k-Nearest Neighbors,Bananas,0.8777348777348777,0.862782859894078,4.432206153869629,193.455714
2438,Binary classification,k-Nearest Neighbors,Bananas,0.8785391875256463,0.8635944700460828,4.441460609436035,210.947158
2544,Binary classification,k-Nearest Neighbors,Bananas,0.8788832088084939,0.864793678665496,4.453896522521973,229.16952700000002
2650,Binary classification,k-Nearest Neighbors,Bananas,0.8784446961117403,0.8647058823529411,4.501893043518066,247.95606600000002
2756,Binary classification,k-Nearest Neighbors,Bananas,0.879491833030853,0.8659127625201939,4.495049476623535,267.050815
2862,Binary classification,k-Nearest Neighbors,Bananas,0.8808109052778749,0.867056530214425,4.465859413146973,286.635822
2968,Binary classification,k-Nearest Neighbors,Bananas,0.8813616447590158,0.8673700075357951,4.498017311096191,306.68072800000004
3074,Binary classification,k-Nearest Neighbors,Bananas,0.8805727302310445,0.8665939658306071,4.450192451477051,327.19929200000007
3180,Binary classification,k-Nearest Neighbors,Bananas,0.8820383768480654,0.8677248677248678,4.4366655349731445,348.13051400000006
3286,Binary classification,k-Nearest Neighbors,Bananas,0.882496194824962,0.8678082191780822,4.426873207092285,369.39080000000007
3392,Binary classification,k-Nearest Neighbors,Bananas,0.8832202890002949,0.8693931398416888,4.453598976135254,391.73174100000006
3498,Binary classification,k-Nearest Neighbors,Bananas,0.8850443237060337,0.8709055876685934,4.476006507873535,415.6582700000001
3604,Binary classification,k-Nearest Neighbors,Bananas,0.8856508465167916,0.8710888610763454,4.450623512268066,440.18824400000005
3710,Binary classification,k-Nearest Neighbors,Bananas,0.8864923159881369,0.8724628900333233,4.466889381408691,465.05482900000004
3816,Binary classification,k-Nearest Neighbors,Bananas,0.8875491480996068,0.8737120989108037,4.478089332580566,490.39062800000005
3922,Binary classification,k-Nearest Neighbors,Bananas,0.8867635807192042,0.8724870763928776,4.466683387756348,516.063244
4028,Binary classification,k-Nearest Neighbors,Bananas,0.8852743978147505,0.8706606942889138,4.479580879211426,542.0500750000001
4134,Binary classification,k-Nearest Neighbors,Bananas,0.8857972417130414,0.8712493180578287,4.504178047180176,568.3633370000001
4240,Binary classification,k-Nearest Neighbors,Bananas,0.886765746638358,0.8724760892667376,4.503270149230957,594.9108100000001
4346,Binary classification,k-Nearest Neighbors,Bananas,0.8876869965477561,0.8735751295336789,4.516488075256348,621.7369540000001
4452,Binary classification,k-Nearest Neighbors,Bananas,0.8869916872612896,0.8725614390676463,4.514321327209473,648.8797400000001
4558,Binary classification,k-Nearest Neighbors,Bananas,0.8869870528856704,0.8729336294103133,4.492615699768066,676.297709
4664,Binary classification,k-Nearest Neighbors,Bananas,0.886982629208664,0.873286847799952,4.462586402893066,704.1235350000001
4770,Binary classification,k-Nearest Neighbors,Bananas,0.8857202767875865,0.8715531463587085,4.48055362701416,732.246709
4876,Binary classification,k-Nearest Neighbors,Bananas,0.8861538461538462,0.871616932685635,4.460198402404785,760.706147
4982,Binary classification,k-Nearest Neighbors,Bananas,0.8869704878538446,0.8728832693610296,4.387505531311035,789.549654
5088,Binary classification,k-Nearest Neighbors,Bananas,0.885983880479654,0.8716814159292035,4.435864448547363,818.782324
5194,Binary classification,k-Nearest Neighbors,Bananas,0.885422684382823,0.8711842390127733,4.498539924621582,848.39084
5300,Binary classification,k-Nearest Neighbors,Bananas,0.8850726552179656,0.8708377518557794,4.49813175201416,878.253204
906,Binary classification,k-Nearest Neighbors,Elec2,0.8773480662983425,0.8701754385964914,4.471675872802734,7.427759
1812,Binary classification,k-Nearest Neighbors,Elec2,0.879624516841524,0.844062947067239,4.657665252685547,20.614053
2718,Binary classification,k-Nearest Neighbors,Elec2,0.8579315421420685,0.8168880455407969,4.687564849853516,41.482596
3624,Binary classification,k-Nearest Neighbors,Elec2,0.875241512558653,0.8415147265077139,4.565914154052734,65.422197
4530,Binary classification,k-Nearest Neighbors,Elec2,0.8778979907264297,0.8388225007286506,4.705829620361328,93.485557
5436,Binary classification,k-Nearest Neighbors,Elec2,0.8739650413983441,0.8350589934986757,4.716472625732422,124.388079
6342,Binary classification,k-Nearest Neighbors,Elec2,0.8739946380697051,0.837304011402973,4.648006439208984,157.81722000000002
7248,Binary classification,k-Nearest Neighbors,Elec2,0.8718090244238995,0.8340182240485975,4.6715545654296875,194.107423
8154,Binary classification,k-Nearest Neighbors,Elec2,0.8713357046485956,0.8423267698782504,4.743583679199219,232.596323
9060,Binary classification,k-Nearest Neighbors,Elec2,0.8731648084777569,0.8485168094924194,4.736366271972656,273.654845
9966,Binary classification,k-Nearest Neighbors,Elec2,0.8720521826392373,0.8502290614354516,4.633228302001953,317.450782
10872,Binary classification,k-Nearest Neighbors,Elec2,0.8740686229417717,0.854624615057874,4.664966583251953,363.624649
11778,Binary classification,k-Nearest Neighbors,Elec2,0.8738218561603125,0.8543708349666799,4.662303924560547,412.303616
12684,Binary classification,k-Nearest Neighbors,Elec2,0.8724276590711977,0.8528555838486722,4.819149017333984,464.753791
13590,Binary classification,k-Nearest Neighbors,Elec2,0.8746780484215174,0.8575253074541956,4.704639434814453,521.1442949999999
14496,Binary classification,k-Nearest Neighbors,Elec2,0.8749223870300104,0.8584146817649355,4.731746673583984,581.1168889999999
15402,Binary classification,k-Nearest Neighbors,Elec2,0.8754626322966041,0.8583037825059101,4.712177276611328,644.722728
16308,Binary classification,k-Nearest Neighbors,Elec2,0.8718955049978537,0.8536192278046387,4.696651458740234,711.650535
17214,Binary classification,k-Nearest Neighbors,Elec2,0.8722477197467031,0.8520088835049464,4.7008819580078125,782.096519
18120,Binary classification,k-Nearest Neighbors,Elec2,0.8722887576577074,0.8516856813229072,4.720771789550781,856.5883259999999
19026,Binary classification,k-Nearest Neighbors,Elec2,0.8734296977660972,0.8511190800049462,4.873817443847656,935.2535949999999
19932,Binary classification,k-Nearest Neighbors,Elec2,0.8724098138578095,0.8509815411661296,4.847103118896484,1017.8540109999999
20838,Binary classification,k-Nearest Neighbors,Elec2,0.867735278590968,0.8452728497642039,4.892230987548828,1103.864656
21744,Binary classification,k-Nearest Neighbors,Elec2,0.8676355608701651,0.8428352992573176,4.783237457275391,1192.549845
22650,Binary classification,k-Nearest Neighbors,Elec2,0.8667490838447613,0.8404356561277361,4.782093048095703,1284.302453
23556,Binary classification,k-Nearest Neighbors,Elec2,0.8646996391424326,0.8374228434423302,4.824207305908203,1379.303266
24462,Binary classification,k-Nearest Neighbors,Elec2,0.8643555046809206,0.8360833909692719,4.775585174560547,1477.1147159999998
25368,Binary classification,k-Nearest Neighbors,Elec2,0.862025466156818,0.8332857006763837,4.834506988525391,1578.522321
26274,Binary classification,k-Nearest Neighbors,Elec2,0.8624443344878773,0.8336095764272559,4.689189910888672,1681.391963
27180,Binary classification,k-Nearest Neighbors,Elec2,0.8633135876963832,0.8352330687009358,4.834625244140625,1785.877234
28086,Binary classification,k-Nearest Neighbors,Elec2,0.862025992522699,0.8334980449447857,4.714790344238281,1892.717632
28992,Binary classification,k-Nearest Neighbors,Elec2,0.8617157048739263,0.8324346917450366,4.779933929443359,2001.805832
29898,Binary classification,k-Nearest Neighbors,Elec2,0.8602535371441951,0.8303832413121143,4.817211151123047,2112.803686
30804,Binary classification,k-Nearest Neighbors,Elec2,0.8594292763691849,0.8286641342196899,4.819522857666016,2226.4717840000003
31710,Binary classification,k-Nearest Neighbors,Elec2,0.8576114037024188,0.8262459111025592,4.798061370849609,2342.1568920000004
32616,Binary classification,k-Nearest Neighbors,Elec2,0.8558025448413307,0.8246000074590684,4.758335113525391,2460.3984500000006
33522,Binary classification,k-Nearest Neighbors,Elec2,0.8541809611885087,0.8229883392482075,4.794559478759766,2580.7706340000004
34428,Binary classification,k-Nearest Neighbors,Elec2,0.8528480553054288,0.8212294445620723,4.771846771240234,2702.7531980000003
35334,Binary classification,k-Nearest Neighbors,Elec2,0.851272181813036,0.8186367558239862,4.820049285888672,2826.3459740000003
36240,Binary classification,k-Nearest Neighbors,Elec2,0.851679130218825,0.8180248501878999,4.752632141113281,2951.6458690000004
37146,Binary classification,k-Nearest Neighbors,Elec2,0.8500201911428187,0.8155359094069732,4.747978210449219,3078.5312570000006
38052,Binary classification,k-Nearest Neighbors,Elec2,0.8502010459646264,0.8152110484341567,4.772087097167969,3207.1737010000006
38958,Binary classification,k-Nearest Neighbors,Elec2,0.8502708114074492,0.8157437533562876,4.815120697021484,3337.3183650000005
39864,Binary classification,k-Nearest Neighbors,Elec2,0.8503624915335023,0.8172431753423818,4.714275360107422,3468.9630710000006
40770,Binary classification,k-Nearest Neighbors,Elec2,0.8505972675317031,0.8189626987665328,4.727466583251953,3602.1358150000005
41676,Binary classification,k-Nearest Neighbors,Elec2,0.8515176964607079,0.8213935230618253,4.723575592041016,3737.2990350000005
42582,Binary classification,k-Nearest Neighbors,Elec2,0.8525163805453136,0.8230487461256693,4.757457733154297,3874.2077670000003
43488,Binary classification,k-Nearest Neighbors,Elec2,0.8521857106721549,0.8227052074139453,4.776744842529297,4012.8956030000004
44394,Binary classification,k-Nearest Neighbors,Elec2,0.8522064289414998,0.8223347504671125,4.819988250732422,4153.749429
45300,Binary classification,k-Nearest Neighbors,Elec2,0.8529327358219828,0.8234296315928968,4.752758026123047,4296.16834
45312,Binary classification,k-Nearest Neighbors,Elec2,0.852949614883803,0.8234171679961837,4.751987457275391,4438.655541
25,Binary classification,k-Nearest Neighbors,Phishing,0.5833333333333334,0.7058823529411764,0.040986061096191406,0.014148
50,Binary classification,k-Nearest Neighbors,Phishing,0.7551020408163265,0.7777777777777778,0.0694742202758789,0.06338099999999999
75,Binary classification,k-Nearest Neighbors,Phishing,0.7972972972972973,0.8235294117647058,0.09849262237548828,0.14629799999999998
100,Binary classification,k-Nearest Neighbors,Phishing,0.797979797979798,0.8148148148148148,0.12700748443603516,0.280065
125,Binary classification,k-Nearest Neighbors,Phishing,0.8064516129032258,0.8208955223880596,0.15552234649658203,0.47685
150,Binary classification,k-Nearest Neighbors,Phishing,0.8187919463087249,0.834355828220859,0.1845407485961914,0.729879
175,Binary classification,k-Nearest Neighbors,Phishing,0.8390804597701149,0.8426966292134832,0.21305561065673828,1.0439509999999999
200,Binary classification,k-Nearest Neighbors,Phishing,0.8391959798994975,0.8415841584158417,0.24207401275634766,1.4553589999999998
225,Binary classification,k-Nearest Neighbors,Phishing,0.8392857142857143,0.8363636363636364,0.27058887481689453,1.9683769999999998
250,Binary classification,k-Nearest Neighbors,Phishing,0.8232931726907631,0.8225806451612903,0.2991037368774414,2.6298709999999996
275,Binary classification,k-Nearest Neighbors,Phishing,0.8248175182481752,0.8208955223880596,0.32836246490478516,3.4185289999999995
300,Binary classification,k-Nearest Neighbors,Phishing,0.8260869565217391,0.8181818181818181,0.35687732696533203,4.323739999999999
325,Binary classification,k-Nearest Neighbors,Phishing,0.8364197530864198,0.8250825082508251,0.3858957290649414,5.414362999999999
350,Binary classification,k-Nearest Neighbors,Phishing,0.8452722063037249,0.83125,0.4144105911254883,6.6839439999999986
375,Binary classification,k-Nearest Neighbors,Phishing,0.839572192513369,0.8235294117647058,0.44292545318603516,8.160670999999999
400,Binary classification,k-Nearest Neighbors,Phishing,0.8421052631578947,0.8225352112676055,0.47194385528564453,9.866261999999999
425,Binary classification,k-Nearest Neighbors,Phishing,0.8443396226415094,0.819672131147541,0.5004587173461914,11.801181999999999
450,Binary classification,k-Nearest Neighbors,Phishing,0.8463251670378619,0.8198433420365536,0.5294771194458008,13.990278
475,Binary classification,k-Nearest Neighbors,Phishing,0.8438818565400844,0.8177339901477833,0.5579919815063477,16.375192
500,Binary classification,k-Nearest Neighbors,Phishing,0.845691382765531,0.8229885057471266,2.746731758117676,28.573816
525,Binary classification,k-Nearest Neighbors,Phishing,0.8454198473282443,0.8187919463087249,2.854729652404785,41.122707
550,Binary classification,k-Nearest Neighbors,Phishing,0.848816029143898,0.8237791932059448,2.964871406555176,54.108135
575,Binary classification,k-Nearest Neighbors,Phishing,0.8519163763066202,0.8268839103869654,3.0693979263305664,67.407611
600,Binary classification,k-Nearest Neighbors,Phishing,0.8514190317195326,0.8230616302186878,3.183110237121582,81.079632
625,Binary classification,k-Nearest Neighbors,Phishing,0.8525641025641025,0.8210116731517509,3.29195499420166,95.184031
650,Binary classification,k-Nearest Neighbors,Phishing,0.8582434514637904,0.8302583025830258,3.404698371887207,109.637834
675,Binary classification,k-Nearest Neighbors,Phishing,0.8620178041543026,0.8382608695652174,3.515854835510254,124.332098
700,Binary classification,k-Nearest Neighbors,Phishing,0.8669527896995708,0.8421052631578948,3.626103401184082,139.200839
725,Binary classification,k-Nearest Neighbors,Phishing,0.8674033149171271,0.8456591639871384,3.7350168228149414,154.261288
750,Binary classification,k-Nearest Neighbors,Phishing,0.8678237650200267,0.8465116279069768,3.8444948196411133,169.532123
775,Binary classification,k-Nearest Neighbors,Phishing,0.8669250645994832,0.8446455505279035,3.961594581604004,184.99341600000002
800,Binary classification,k-Nearest Neighbors,Phishing,0.8648310387984981,0.8434782608695652,4.070584297180176,200.66461900000002
825,Binary classification,k-Nearest Neighbors,Phishing,0.8628640776699029,0.8423988842398884,4.18850040435791,216.59239100000002
850,Binary classification,k-Nearest Neighbors,Phishing,0.8657243816254417,0.8451086956521738,4.3084611892700195,232.826263
875,Binary classification,k-Nearest Neighbors,Phishing,0.868421052631579,0.847277556440903,4.42177677154541,249.543036
900,Binary classification,k-Nearest Neighbors,Phishing,0.8698553948832035,0.8482490272373541,4.537083625793457,266.464875
925,Binary classification,k-Nearest Neighbors,Phishing,0.8712121212121212,0.8514357053682896,4.661293983459473,283.659871
950,Binary classification,k-Nearest Neighbors,Phishing,0.8735511064278187,0.8561151079136691,4.776196479797363,301.129844
975,Binary classification,k-Nearest Neighbors,Phishing,0.8757700205338809,0.8581477139507622,4.896347999572754,318.859736
1000,Binary classification,k-Nearest Neighbors,Phishing,0.8758758758758759,0.858447488584475,5.015862464904785,336.898776
1025,Binary classification,k-Nearest Neighbors,Phishing,0.8759765625,0.8590455049944505,4.975205421447754,355.658616
1050,Binary classification,k-Nearest Neighbors,Phishing,0.8779790276453765,0.8617710583153347,4.945588111877441,375.011034
1075,Binary classification,k-Nearest Neighbors,Phishing,0.8780260707635009,0.86282722513089,4.922280311584473,395.008687
1100,Binary classification,k-Nearest Neighbors,Phishing,0.8789808917197452,0.8641470888661901,4.885628700256348,415.267161
1125,Binary classification,k-Nearest Neighbors,Phishing,0.8798932384341637,0.8662041625371655,4.830002784729004,435.880742
1150,Binary classification,k-Nearest Neighbors,Phishing,0.8807658833768495,0.8668610301263362,4.804535865783691,456.851092
1175,Binary classification,k-Nearest Neighbors,Phishing,0.879045996592845,0.8645038167938931,4.780945777893066,478.45518599999997
1200,Binary classification,k-Nearest Neighbors,Phishing,0.8807339449541285,0.865979381443299,4.751770973205566,500.838965
1225,Binary classification,k-Nearest Neighbors,Phishing,0.8815359477124183,0.8666053357865686,4.702027320861816,524.142014
1250,Binary classification,k-Nearest Neighbors,Phishing,0.8823058446757406,0.8679245283018868,4.649552345275879,548.108791
1903,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.554693222045898,14.118441
3806,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.536176681518555,38.209720000000004
5709,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.478803634643555,68.209973
7612,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.479001998901367,104.23956700000001
9515,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.502447128295898,144.42434300000002
11418,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.498952865600586,191.144211
13321,Binary classification,k-Nearest Neighbors,SMTP,1.0,0.0,4.470983505249023,242.605205
15224,Binary classification,k-Nearest Neighbors,SMTP,0.9999343099257703,0.9523809523809523,4.487855911254883,299.998257
17127,Binary classification,k-Nearest Neighbors,SMTP,0.9999416092490949,0.9600000000000001,4.521562576293945,363.30133800000004
19030,Binary classification,k-Nearest Neighbors,SMTP,0.9999474486310368,0.9600000000000001,4.48887825012207,432.48077400000005
20933,Binary classification,k-Nearest Neighbors,SMTP,0.9999522262564494,0.9600000000000001,4.485189437866211,507.7528950000001
22836,Binary classification,k-Nearest Neighbors,SMTP,0.9999562075760894,0.9600000000000001,4.491308212280273,587.9091310000001
24739,Binary classification,k-Nearest Neighbors,SMTP,0.9999595763602555,0.9600000000000001,4.480566024780273,673.2545510000001
26642,Binary classification,k-Nearest Neighbors,SMTP,0.9999249277429526,0.923076923076923,4.491300582885742,762.9171920000001
28545,Binary classification,k-Nearest Neighbors,SMTP,0.999929932735426,0.923076923076923,4.517927169799805,857.3053670000002
30448,Binary classification,k-Nearest Neighbors,SMTP,0.9999343120832923,0.923076923076923,4.448972702026367,956.2348450000002
32351,Binary classification,k-Nearest Neighbors,SMTP,0.9999381761978362,0.923076923076923,4.502653121948242,1058.4281760000001
34254,Binary classification,k-Nearest Neighbors,SMTP,0.9999416109537851,0.923076923076923,4.499765396118164,1164.0351810000002
36157,Binary classification,k-Nearest Neighbors,SMTP,0.9999446841464764,0.923076923076923,4.448251724243164,1273.1897760000002
38060,Binary classification,k-Nearest Neighbors,SMTP,0.9999474500118237,0.923076923076923,4.451837539672852,1386.014691
39963,Binary classification,k-Nearest Neighbors,SMTP,0.9999499524548321,0.923076923076923,4.490606307983398,1503.16342
41866,Binary classification,k-Nearest Neighbors,SMTP,0.9999522273975875,0.923076923076923,4.492948532104492,1624.69117
43769,Binary classification,k-Nearest Neighbors,SMTP,0.9999543045147139,0.923076923076923,4.534627914428711,1749.818231
45672,Binary classification,k-Nearest Neighbors,SMTP,0.9999562085349566,0.923076923076923,4.564718246459961,1878.781074
47575,Binary classification,k-Nearest Neighbors,SMTP,0.999957960230378,0.923076923076923,4.528066635131836,2010.688287
49478,Binary classification,k-Nearest Neighbors,SMTP,0.9999595771772742,0.923076923076923,4.428556442260742,2146.040881
51381,Binary classification,k-Nearest Neighbors,SMTP,0.999941611521993,0.896551724137931,4.538961410522461,2284.3165679999997
53284,Binary classification,k-Nearest Neighbors,SMTP,0.9999436968639153,0.896551724137931,4.52308464050293,2425.309942
55187,Binary classification,k-Nearest Neighbors,SMTP,0.9999456383865473,0.896551724137931,4.462038040161133,2570.387208
57090,Binary classification,k-Nearest Neighbors,SMTP,0.9998073183975897,0.7659574468085107,4.514917373657227,2718.642198
58993,Binary classification,k-Nearest Neighbors,SMTP,0.9998135340385137,0.7659574468085107,4.481206893920898,2870.512804
60896,Binary classification,k-Nearest Neighbors,SMTP,0.9998193611955004,0.7659574468085107,4.54456901550293,3025.872163
62799,Binary classification,k-Nearest Neighbors,SMTP,0.9997929870378037,0.7346938775510203,4.496480941772461,3184.110629
64702,Binary classification,k-Nearest Neighbors,SMTP,0.9997990757484428,0.7346938775510203,4.488492965698242,3346.293862
66605,Binary classification,k-Nearest Neighbors,SMTP,0.9998048165275358,0.7346938775510203,4.528913497924805,3511.113297
68508,Binary classification,k-Nearest Neighbors,SMTP,0.9997956413213248,0.7307692307692308,4.553495407104492,3678.742285
70411,Binary classification,k-Nearest Neighbors,SMTP,0.9998011646073001,0.7307692307692308,4.497701644897461,3848.64974
72314,Binary classification,k-Nearest Neighbors,SMTP,0.9998063971899935,0.7307692307692308,4.536420822143555,4020.705136
74217,Binary classification,k-Nearest Neighbors,SMTP,0.9998113614314973,0.7307692307692308,4.429719924926758,4194.819637
76120,Binary classification,k-Nearest Neighbors,SMTP,0.999816077457665,0.7307692307692308,4.504594802856445,4371.081265999999
78023,Binary classification,k-Nearest Neighbors,SMTP,0.9998205634308271,0.7307692307692308,4.532098770141602,4549.773141999999
79926,Binary classification,k-Nearest Neighbors,SMTP,0.9998248357835471,0.7307692307692308,4.527532577514648,4730.886565999999
81829,Binary classification,k-Nearest Neighbors,SMTP,0.9998289094197585,0.7307692307692308,4.483358383178711,4914.4045719999995
83732,Binary classification,k-Nearest Neighbors,SMTP,0.9998327978884762,0.7307692307692308,4.495954513549805,5100.352661
85635,Binary classification,k-Nearest Neighbors,SMTP,0.9998365135343439,0.7307692307692308,4.488523483276367,5288.930057
87538,Binary classification,k-Nearest Neighbors,SMTP,0.9998400676285456,0.7307692307692308,4.490629196166992,5480.228069
89441,Binary classification,k-Nearest Neighbors,SMTP,0.99983228980322,0.7169811320754716,4.503751754760742,5674.279551
91344,Binary classification,k-Nearest Neighbors,SMTP,0.9998357838039039,0.7169811320754716,4.461568832397461,5870.4211589999995
93247,Binary classification,k-Nearest Neighbors,SMTP,0.9998391351907857,0.7169811320754716,4.530458450317383,6068.755279
95150,Binary classification,k-Nearest Neighbors,SMTP,0.9998423525207832,0.7169811320754716,4.526025772094727,6269.638003
95156,Binary classification,k-Nearest Neighbors,SMTP,0.9998423624612475,0.7169811320754716,4.520845413208008,6470.559751
106,Binary classification,ADWIN Bagging,Bananas,0.4857142857142857,0.45999999999999996,0.17979907989501953,0.434222
212,Binary classification,ADWIN Bagging,Bananas,0.5165876777251185,0.45744680851063835,0.18059253692626953,1.01924
318,Binary classification,ADWIN Bagging,Bananas,0.5205047318611987,0.4722222222222222,0.18127155303955078,1.752592
424,Binary classification,ADWIN Bagging,Bananas,0.5460992907801419,0.4838709677419355,0.18131732940673828,2.640611
530,Binary classification,ADWIN Bagging,Bananas,0.55765595463138,0.45581395348837206,0.18134021759033203,3.662393
636,Binary classification,ADWIN Bagging,Bananas,0.5543307086614173,0.42596348884381346,0.18199634552001953,4.896093
742,Binary classification,ADWIN Bagging,Bananas,0.5748987854251012,0.4220183486238532,0.18204212188720703,6.2894499999999995
848,Binary classification,ADWIN Bagging,Bananas,0.5785123966942148,0.42326332794830374,0.18197345733642578,7.872344
